,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20161014:1856,0,0,0,10.19,3.16,0,,,,,,,,,,
20161014:1956,0,0,0,9.68,3.09,0,,,,,,,,,,
20161014:2056,0,0,0,9.17,3.01,0,,,,,,,,,,
20161014:2156,0,0,0,8.67,2.94,0,,,,,,,,,,
20161014:2256,0,0,0,8.56,2.74,0,,,,,,,,,,
20161014:2356,0,0,0,8.46,2.55,0,,,,,,,,,,
20161015:0056,0,0,0,8.35,2.36,0,,,,,,,,,,
20161015:0156,0,0,0,8.64,2.56,0,,,,,,,,,,
20161015:0256,0,0,0,8.94,2.76,0,,,,,,,,,,
20161015:0356,0,0,0,9.23,2.97,0,,,,,,,,,,
20161015:0456,0,0,0,9.18,2.98,0,,,,,,,,,,
20161015:0556,0,0,0,9.12,3,0,,,,,,,,,,
20161015:0656,113.33,203.994,3.24,9.06,3.02,0,,,,,,,,,,
20161015:0756,123.61,222.498,11.69,9.65,3.61,0,,,,,,,,,,
20161015:0856,10.69,19.242,19.1,10.23,4.2,0,,,,,,,,,,
20161015:0956,672.83,1211.094,24.93,10.82,4.79,0,,,,,,,,,,
20161015:1056,716.36,1289.448,28.63,11.7,5.07,0,,,,,,,,,,
20161015:1156,644.18,1159.524,29.76,12.58,5.35,0,,,,,,,,,,
20161015:1256,400.55,720.99,28.16,13.46,5.63,0,,,,,,,,,,
20161015:1356,337.03,606.654,24.04,13.38,5.4,0,,,,,,,,,,
20161015:1456,219.93,395.874,17.9,13.31,5.18,0,,,,,,,,,,
20161015:1556,126.44,227.592,10.27,13.23,4.95,0,,,,,,,,,,
20161015:1656,4.87,8.766,1.69,12.31,4.64,0,,,,,,,,,,
20161015:1756,0,0,0,11.39,4.34,0,,,,,,,,,,
20161015:1856,0,0,0,10.47,4.03,0,,,,,,,,,,
20161015:1956,0,0,0,10.27,4.28,0,,,,,,,,,,
20161015:2056,0,0,0,10.07,4.52,0,,,,,,,,,,
20161015:2156,0,0,0,9.88,4.77,0,,,,,,,,,,
20161015:2256,0,0,0,9.8,4.62,0,,,,,,,,,,
20161015:2356,0,0,0,9.72,4.47,0,,,,,,,,,,
20161016:0056,0,0,0,9.64,4.32,0,,,,,,,,,,
20161016:0156,0,0,0,9.59,4.71,0,,,,,,,,,,
20161016:0256,0,0,0,9.55,5.11,0,,,,,,,,,,
20161016:0356,0,0,0,9.5,5.5,0,,,,,,,,,,
20161016:0456,0,0,0,9.94,6.16,0,,,,,,,,,,
20161016:0556,0,0,0,10.38,6.81,0,,,,,,,,,,
20161016:0656,43.02,77.436,2.97,10.82,7.46,0,,,,,,,,,,
20161016:0756,167.24,301.032,11.41,11.1,7.62,0,,,,,,,,,,
20161016:0856,234.26,421.668,18.79,11.38,7.77,0,,,,,,,,,,
20161016:0956,372.43,670.374,24.59,11.65,7.93,0,,,,,,,,,,
20161016:1056,413.97,745.146,28.27,12.17,7.71,0,,,,,,,,,,
20161016:1156,340.31,612.558,29.39,12.68,7.5,0,,,,,,,,,,
20161016:1256,349.5,629.1,27.78,13.2,7.28,0,,,,,,,,,,
20161016:1356,311.6,560.88,23.68,13.68,7.25,0,,,,,,,,,,
20161016:1456,229.79,413.622,17.55,14.17,7.22,0,,,,,,,,,,
20161016:1556,118.8,213.84,9.94,14.66,7.19,0,,,,,,,,,,
20161016:1656,3.37,6.066,1.36,13.8,6.61,0,,,,,,,,,,
20161016:1756,0,0,0,12.93,6.03,0,,,,,,,,,,
20161016:1856,0,0,0,12.07,5.45,0,,,,,,,,,,
20161016:1956,0,0,0,11.66,5.54,0,,,,,,,,,,
