"Latitude (decimal degrees):	51.790",,,,,,,,Date,G_i (kW/m),Electric car demand (kWh),Electric bus demand (kWh)
20140531:2056,0,0,14.34,2.34,0,,,,,,
20140531:2156,0,0,13.37,2.14,0,,,,,,
20140531:2256,0,0,12.72,2.08,0,,,,,,
20140531:2356,0,0,12.06,2.03,0,,,,,,
20140601:0056,0,0,11.41,1.97,0,,,,,,
20140601:0156,0,0,10.47,2.11,0,,,,,,
20140601:0256,0,0,9.53,2.26,0,,,,,,
20140601:0356,0,0,8.59,2.4,0,,,,,,
20140601:0456,40.32,7.42,9.19,2.2,0,,,,,,
20140601:0556,176.01,16.07,9.79,2,0,,,,,,
20140601:0656,295.47,25.19,10.39,1.81,0,,,,,,
20140601:0756,455.9,34.45,12.19,1.71,0,,,,,,
20140601:0856,568.57,43.42,13.99,1.6,0,,,,,,
20140601:0956,841.02,51.46,15.79,1.5,0,,,,,,
20140601:1056,992.97,57.54,16.3,1.15,0,,,,,,
20140601:1156,1024.71,60.23,16.81,0.8,0,,,,,,
20140601:1256,809.68,58.56,17.32,0.44,0,,,,,,
20140601:1356,897.09,53.17,17.74,0.48,0,,,,,,
20140601:1456,726.39,45.49,18.17,0.52,0,,,,,,
20140601:1556,388.14,36.68,18.59,0.57,0,,,,,,
20140601:1656,179.42,27.45,18.2,0.66,0,,,,,,
20140601:1756,110.45,18.26,17.81,0.75,0,,,,,,
20140601:1856,58.56,9.46,17.42,0.84,0,,,,,,
20140601:1956,7.49,1.39,16.47,1.37,0,,,,,,
20140601:2056,0,0,15.51,1.91,0,,,,,,
20140601:2156,0,0,14.55,2.44,0,,,,,,
20140601:2256,0,0,14.02,2.32,0,,,,,,
20140601:2356,0,0,13.48,2.2,0,,,,,,
20140602:0056,0,0,12.94,2.08,0,,,,,,
20140602:0156,0,0,12.26,2.05,0,,,,,,
20140602:0256,0,0,11.57,2.01,0,,,,,,
20140602:0356,0,0,10.89,1.97,0,,,,,,
20140602:0456,41.36,7.5,11.14,2.08,0,,,,,,
20140602:0556,57.1,16.15,11.4,2.18,0,,,,,,
20140602:0656,190.94,25.27,11.65,2.29,0,,,,,,
20140602:0756,133.82,34.53,12.65,2.46,0,,,,,,
20140602:0856,240.85,43.5,13.66,2.62,0,,,,,,
20140602:0956,274.08,51.55,14.66,2.79,0,,,,,,
20140602:1056,485.95,57.65,15.15,2.68,0,,,,,,
20140602:1156,453.08,60.36,15.65,2.57,0,,,,,,
20140602:1256,352.69,58.7,16.14,2.47,0,,,,,,
20140602:1356,267.89,53.3,16.23,2.66,0,,,,,,
20140602:1456,237.65,45.61,16.33,2.86,0,,,,,,
20140602:1556,314.1,36.8,16.42,3.05,0,,,,,,
20140602:1656,220.5,27.57,15.9,3.09,0,,,,,,
20140602:1756,114.56,18.38,15.39,3.13,0,,,,,,
20140602:1856,59.79,9.59,14.87,3.17,0,,,,,,
20140602:1956,7.11,1.52,14.28,2.93,0,,,,,,
20140602:2056,0,0,13.69,2.69,0,,,,,,
20140602:2156,0,0,13.09,2.46,0,,,,,,
20140602:2256,0,0,12.81,2.56,0,,,,,,
20140602:2356,0,0,12.52,2.67,0,,,,,,
20140603:0056,0,0,12.23,2.77,0,,,,,,
20140603:0156,0,0,12.03,2.71,0,,,,,,
20140603:0256,0,0,11.82,2.64,0,,,,,,
20140603:0356,0,0,11.62,2.58,0,,,,,,
20140603:0456,28.43,7.58,11.66,2.8,0,,,,,,
20140603:0556,29.67,16.22,11.7,3.02,0,,,,,,
20140603:0656,100.66,25.34,11.74,3.24,0,,,,,,
20140603:0756,109.55,34.6,12.05,3.49,0,,,,,,
20140603:0856,229.34,43.57,12.36,3.75,0,,,,,,
20140603:0956,437.46,51.64,12.67,4,0,,,,,,
20140603:1056,594.34,57.76,13.33,3.8,0,,,,,,
20140603:1156,900.76,60.48,14,3.6,0,,,,,,
20140603:1256,658.28,58.83,14.66,3.39,0,,,,,,
20140603:1356,672.79,53.43,14.98,3.66,0,,,,,,
20140603:1456,451.86,45.74,15.3,3.93,0,,,,,,
20140603:1556,27.92,36.92,15.62,4.19,0,,,,,,
20140603:1656,203.19,27.69,15.26,3.55,0,,,,,,
20140603:1756,101.38,18.5,14.91,2.91,0,,,,,,
20140603:1856,63.3,9.71,14.55,2.28,0,,,,,,
20140603:1956,8.48,1.65,13.51,2.34,0,,,,,,
20140603:2056,0,0,12.47,2.41,0,,,,,,
20140603:2156,0,0,11.42,2.48,0,,,,,,
20140603:2256,0,0,11.08,2.18,0,,,,,,
20140603:2356,0,0,10.74,1.89,0,,,,,,
20140604:0056,0,0,10.4,1.59,0,,,,,,
20140604:0156,0,0,10.32,1.51,0,,,,,,
20140604:0256,0,0,10.24,1.43,0,,,,,,
20140604:0356,0,0,10.16,1.35,0,,,,,,
20140604:0456,25.02,7.66,10.12,1.65,0,,,,,,
20140604:0556,27.24,16.29,10.07,1.94,0,,,,,,
20140604:0656,99.64,25.4,10.03,2.23,0,,,,,,
20140604:0756,225.23,34.66,10.1,1.85,0,,,,,,
20140604:0856,240.28,43.64,10.16,1.46,0,,,,,,
20140604:0956,162.57,51.72,10.23,1.08,0,,,,,,
20140604:1056,194.67,57.86,10.27,2.06,0,,,,,,
20140604:1156,241.09,60.6,10.32,3.03,0,,,,,,
20140604:1256,323.68,58.96,10.36,4.01,0,,,,,,
20140604:1356,254.54,53.55,10.76,4.58,0,,,,,,
20140604:1456,379.17,45.85,11.16,5.14,0,,,,,,
20140604:1556,582.31,37.04,11.56,5.71,0,,,,,,
20140604:1656,123.62,27.8,11.03,5.45,0,,,,,,
20140604:1756,183.54,18.61,10.5,5.19,0,,,,,,
20140604:1856,50.75,9.82,9.97,4.92,0,,,,,,
20140604:1956,5.88,1.77,9.54,4.98,0,,,,,,
20140604:2056,0,0,9.11,5.03,0,,,,,,
20140604:2156,0,0,8.68,5.09,0,,,,,,
20140604:2256,0,0,8.71,5.15,0,,,,,,
20140604:2356,0,0,8.74,5.21,0,,,,,,
20140605:0056,0,0,8.77,5.27,0,,,,,,
20140605:0156,0,0,8.71,5.13,0,,,,,,
20140605:0256,0,0,8.65,4.98,0,,,,,,
20140605:0356,0,-0.08,8.59,4.84,0,,,,,,
20140605:0456,41.51,7.72,8.74,4.61,0,,,,,,
20140605:0556,179.15,16.35,8.89,4.38,0,,,,,,
20140605:0656,377.18,25.46,9.04,4.15,0,,,,,,
20140605:0756,584.58,34.72,10.28,4.77,0,,,,,,
20140605:0856,770.16,43.71,11.51,5.38,0,,,,,,
20140605:0956,616.08,51.8,12.75,6,0,,,,,,
20140605:1056,926.01,57.95,13.63,5.87,0,,,,,,
20140605:1156,1044.95,60.71,14.5,5.73,0,,,,,,
20140605:1256,1012.46,59.08,15.38,5.6,0,,,,,,
20140605:1356,759.94,53.67,15.6,5.44,0,,,,,,
20140605:1456,600.88,45.97,15.82,5.29,0,,,,,,
20140605:1556,520.9,37.15,16.04,5.13,0,,,,,,
20140605:1656,100.27,27.91,15.68,4.56,0,,,,,,
20140605:1756,52.39,18.72,15.33,3.99,0,,,,,,
20140605:1856,62.64,9.94,14.97,3.42,0,,,,,,
20140605:1956,8.91,1.89,13.22,2.96,0,,,,,,
20140605:2056,0,0,11.47,2.49,0,,,,,,
20140605:2156,0,0,9.71,2.03,0,,,,,,
20140605:2256,0,0,8.72,2.12,0,,,,,,
20140605:2356,0,0,7.72,2.21,0,,,,,,
20140606:0056,0,0,6.72,2.3,0,,,,,,
20140606:0156,0,0,6.41,2.22,0,,,,,,
20140606:0256,0,0,6.09,2.14,0,,,,,,
20140606:0356,0,-0.01,5.78,2.06,0,,,,,,
20140606:0456,41.36,7.78,7.06,2.16,0,,,,,,
20140606:0556,175.01,16.4,8.34,2.26,0,,,,,,
20140606:0656,292.46,25.51,9.62,2.36,0,,,,,,
20140606:0756,428.1,34.77,11.83,2.89,0,,,,,,
20140606:0856,643.7,43.77,14.04,3.43,0,,,,,,
20140606:0956,523.93,51.86,16.25,3.96,0,,,,,,
20140606:1056,761.03,58.04,17.41,4.26,0,,,,,,
20140606:1156,861.03,60.82,18.56,4.56,0,,,,,,
20140606:1256,919.61,59.19,19.72,4.86,0,,,,,,
20140606:1356,812.88,53.78,20.03,5.1,0,,,,,,
20140606:1456,457.09,46.08,20.35,5.34,0,,,,,,
20140606:1556,526.25,37.25,20.66,5.59,0,,,,,,
20140606:1656,282.7,28.02,20.32,5.54,0,,,,,,
20140606:1756,128.15,18.83,19.99,5.49,0,,,,,,
20140606:1856,65.15,10.05,19.65,5.43,0,,,,,,
20140606:1956,10.47,2,18.63,5.08,0,,,,,,
20140606:2056,0,0,17.6,4.72,0,,,,,,
20140606:2156,0,0,16.57,4.36,0,,,,,,
20140606:2256,0,0,16.52,4.36,0,,,,,,
20140606:2356,0,0,16.46,4.36,0,,,,,,
20140607:0056,0,0,16.41,4.36,0,,,,,,
20140607:0156,0,0,15.99,4.12,0,,,,,,
20140607:0256,0,0,15.57,3.88,0,,,,,,
20140607:0356,8.43,0.06,15.15,3.64,0,,,,,,
20140607:0456,30.04,7.84,15.26,3.13,0,,,,,,
20140607:0556,9.18,16.45,15.36,2.61,0,,,,,,
20140607:0656,88.81,25.56,15.47,2.1,0,,,,,,
20140607:0756,95.08,34.82,16.2,2.63,0,,,,,,
20140607:0856,34.62,43.82,16.92,3.15,0,,,,,,
20140607:0956,135.38,51.93,17.65,3.68,0,,,,,,
20140607:1056,213.94,58.12,18.43,3.62,0,,,,,,
20140607:1156,1012.48,60.92,19.22,3.55,0,,,,,,
20140607:1256,982.33,59.3,20,3.49,0,,,,,,
20140607:1356,906.37,53.89,18.81,3.67,0,,,,,,
20140607:1456,336.39,46.18,17.61,3.86,0,,,,,,
20140607:1556,511.32,37.35,16.42,4.04,0,,,,,,
20140607:1656,377.14,28.12,16.61,3.9,0,,,,,,
20140607:1756,185.98,18.93,16.81,3.77,0,,,,,,
20140607:1856,51.69,10.15,17,3.63,0,,,,,,
20140607:1956,10.71,2.1,15.62,3.06,0,,,,,,
20140607:2056,0,0,14.24,2.49,0,,,,,,
20140607:2156,0,0,12.86,1.92,0,,,,,,
20140607:2256,0,0,12.29,1.99,0,,,,,,
20140607:2356,0,0,11.71,2.06,0,,,,,,
20140608:0056,0,0,11.14,2.14,0,,,,,,
20140608:0156,0,0,11.21,2.11,0,,,,,,
20140608:0256,0,0,11.27,2.07,0,,,,,,
20140608:0356,12.22,0.11,11.34,2.04,0,,,,,,
20140608:0456,42.07,7.89,11.95,2.34,0,,,,,,
20140608:0556,176.92,16.5,12.56,2.65,0,,,,,,
20140608:0656,371.39,25.6,13.17,2.95,0,,,,,,
20140608:0756,574.23,34.86,14.87,3.59,0,,,,,,
20140608:0856,756.94,43.86,16.57,4.23,0,,,,,,
20140608:0956,901.62,51.98,18.27,4.87,0,,,,,,
20140608:1056,615.32,58.19,18.85,5.15,0,,,,,,
20140608:1156,1023.56,61.01,19.43,5.44,0,,,,,,
20140608:1256,995.55,59.4,20.01,5.72,0,,,,,,
20140608:1356,664.41,53.99,19.88,5.3,0,,,,,,
20140608:1456,413.26,46.28,19.75,4.88,0,,,,,,
20140608:1556,348.04,37.45,19.62,4.46,0,,,,,,
20140608:1656,278.83,28.22,19.07,4.25,0,,,,,,
20140608:1756,11.31,19.03,18.53,4.04,0,,,,,,
20140608:1856,47.71,10.25,17.98,3.83,0,,,,,,
20140608:1956,11.51,2.2,17.2,3.09,0,,,,,,
20140608:2056,0,0,16.42,2.34,0,,,,,,
20140608:2156,0,0,15.63,1.59,0,,,,,,
20140608:2256,0,0,14.32,1.87,0,,,,,,
20140608:2356,0,0,13,2.16,0,,,,,,
20140609:0056,0,0,11.69,2.44,0,,,,,,
20140609:0156,0,0,11.71,2.46,0,,,,,,
20140609:0256,0,0,11.73,2.48,0,,,,,,
20140609:0356,14.17,0.16,11.75,2.5,0,,,,,,
20140609:0456,42.03,7.93,12.49,2.68,0,,,,,,
20140609:0556,175.83,16.54,13.23,2.86,0,,,,,,
20140609:0656,368.87,25.64,13.97,3.05,0,,,,,,
20140609:0756,441.97,34.9,15.62,3,0,,,,,,
20140609:0856,693.63,43.9,17.26,2.95,0,,,,,,
20140609:0956,479.1,52.03,18.91,2.9,0,,,,,,
20140609:1056,887.2,58.26,19.45,3.26,0,,,,,,
20140609:1156,724.82,61.09,19.99,3.62,0,,,,,,
20140609:1256,823.02,59.49,20.53,3.99,0,,,,,,
20140609:1356,766.5,54.08,20.82,3.78,0,,,,,,
20140609:1456,695.87,46.38,21.11,3.57,0,,,,,,
20140609:1556,331.23,37.55,21.4,3.37,0,,,,,,
20140609:1656,81.62,28.31,20.49,2.97,0,,,,,,
20140609:1756,73.22,19.13,19.58,2.57,0,,,,,,
20140609:1856,4.79,10.35,18.67,2.17,0,,,,,,
20140609:1956,8.72,2.3,17.59,2.36,0,,,,,,
20140609:2056,0,0,16.5,2.56,0,,,,,,
20140609:2156,0,0,15.41,2.76,0,,,,,,
20140609:2256,0,0,14.73,2.55,0,,,,,,
20140609:2356,0,0,14.04,2.34,0,,,,,,
20140610:0056,0,0,13.35,2.12,0,,,,,,
20140610:0156,0,0,13.17,2.06,0,,,,,,
20140610:0256,0,0,12.98,2,0,,,,,,
20140610:0356,12.56,0.21,12.8,1.93,0,,,,,,
20140610:0456,42.79,7.97,12.98,2.24,0,,,,,,
20140610:0556,166.44,16.57,13.16,2.56,0,,,,,,
20140610:0656,375.76,25.67,13.34,2.87,0,,,,,,
20140610:0756,578.43,34.93,14.5,3.99,0,,,,,,
20140610:0856,718.86,43.94,15.67,5.1,0,,,,,,
20140610:0956,907.71,52.08,16.83,6.22,0,,,,,,
20140610:1056,1002.01,58.32,17.3,6.03,0,,,,,,
20140610:1156,1035.28,61.17,17.78,5.84,0,,,,,,
20140610:1256,1005.15,59.58,18.25,5.66,0,,,,,,
20140610:1356,602.04,54.18,18.15,6.21,0,,,,,,
20140610:1456,515.4,46.47,18.05,6.76,0,,,,,,
20140610:1556,429.73,37.63,17.95,7.31,0,,,,,,
20140610:1656,295.2,28.4,17.36,6.76,0,,,,,,
20140610:1756,186.54,19.22,16.77,6.22,0,,,,,,
20140610:1856,53.11,10.44,16.17,5.67,0,,,,,,
20140610:1956,12.65,2.39,15.15,4.97,0,,,,,,
20140610:2056,0,0,14.13,4.26,0,,,,,,
20140610:2156,0,0,13.11,3.56,0,,,,,,
20140610:2256,0,0,12.58,3.49,0,,,,,,
20140610:2356,0,0,12.04,3.43,0,,,,,,
20140611:0056,0,0,11.51,3.37,0,,,,,,
20140611:0156,0,0,11.21,3.4,0,,,,,,
20140611:0256,0,0,10.9,3.43,0,,,,,,
20140611:0356,16.92,0.25,10.6,3.46,0,,,,,,
20140611:0456,43.07,8,11.12,3.71,0,,,,,,
20140611:0556,180.7,16.6,11.63,3.95,0,,,,,,
20140611:0656,378.28,25.69,12.15,4.19,0,,,,,,
20140611:0756,581.71,34.95,13.32,4.11,0,,,,,,
20140611:0856,690.48,43.97,14.48,4.02,0,,,,,,
20140611:0956,524.67,52.11,15.65,3.93,0,,,,,,
20140611:1056,502.3,58.37,16.47,3.93,0,,,,,,
20140611:1156,851.37,61.24,17.28,3.93,0,,,,,,
20140611:1256,574.6,59.66,18.1,3.93,0,,,,,,
20140611:1356,833.61,54.26,18.36,3.8,0,,,,,,
20140611:1456,573.04,46.55,18.63,3.67,0,,,,,,
20140611:1556,504.76,37.72,18.89,3.54,0,,,,,,
20140611:1656,284.82,28.48,18.63,3.08,0,,,,,,
20140611:1756,159.02,19.3,18.37,2.62,0,,,,,,
20140611:1856,53.4,10.52,18.11,2.15,0,,,,,,
20140611:1956,13.17,2.48,16.55,2.09,0,,,,,,
20140611:2056,0,0,14.99,2.03,0,,,,,,
20140611:2156,0,0,13.42,1.97,0,,,,,,
20140611:2256,0,0,12.73,1.92,0,,,,,,
20140611:2356,0,0,12.03,1.87,0,,,,,,
20140612:0056,0,0,11.34,1.82,0,,,,,,
20140612:0156,0,0,10.99,1.96,0,,,,,,
20140612:0256,0,0,10.65,2.1,0,,,,,,
20140612:0356,9.29,0.28,10.3,2.23,0,,,,,,
20140612:0456,42.79,8.03,10.89,2,0,,,,,,
20140612:0556,159.78,16.62,11.49,1.77,0,,,,,,
20140612:0656,373.21,25.71,12.08,1.53,0,,,,,,
20140612:0756,574.45,34.97,13.99,1.43,0,,,,,,
20140612:0856,710.37,43.99,15.91,1.33,0,,,,,,
20140612:0956,842.54,52.15,17.82,1.23,0,,,,,,
20140612:1056,994.44,58.42,18.6,1.06,0,,,,,,
20140612:1156,1027.89,61.3,19.37,0.9,0,,,,,,
20140612:1256,998.44,59.74,20.15,0.73,0,,,,,,
20140612:1356,907.61,54.34,20.52,0.91,0,,,,,,
20140612:1456,766.27,46.63,20.9,1.08,0,,,,,,
20140612:1556,586.54,37.8,21.27,1.26,0,,,,,,
20140612:1656,385.45,28.56,21.11,1.35,0,,,,,,
20140612:1756,191.01,19.38,20.96,1.45,0,,,,,,
20140612:1856,53.16,10.6,20.8,1.54,0,,,,,,
20140612:1956,13.5,2.56,19.57,1.91,0,,,,,,
20140612:2056,0,0,18.33,2.27,0,,,,,,
20140612:2156,0,0,17.09,2.63,0,,,,,,
20140612:2256,0,0,16.42,2.52,0,,,,,,
20140612:2356,0,0,15.74,2.41,0,,,,,,
20140613:0056,0,0,15.07,2.3,0,,,,,,
20140613:0156,0,0,13.72,2.2,0,,,,,,
20140613:0256,0,0,12.37,2.1,0,,,,,,
20140613:0356,11.75,0.31,11.02,2,0,,,,,,
20140613:0456,42.69,8.05,11.84,1.97,0,,,,,,
20140613:0556,176.77,16.63,12.67,1.94,0,,,,,,
20140613:0656,370.31,25.72,13.49,1.9,0,,,,,,
20140613:0756,560.01,34.99,15.41,1.73,0,,,,,,
20140613:0856,534.94,44.01,17.32,1.55,0,,,,,,
20140613:0956,891.04,52.17,19.24,1.38,0,,,,,,
20140613:1056,980.65,58.46,19.95,1.39,0,,,,,,
20140613:1156,1013.93,61.36,20.65,1.4,0,,,,,,
20140613:1256,985.09,59.81,21.36,1.41,0,,,,,,
20140613:1356,850.99,54.42,21.48,1.62,0,,,,,,
20140613:1456,367.12,46.71,21.59,1.83,0,,,,,,
20140613:1556,368.86,37.87,21.71,2.04,0,,,,,,
20140613:1656,376.32,28.64,21.1,1.92,0,,,,,,
20140613:1756,121.7,19.46,20.5,1.79,0,,,,,,
20140613:1856,41.03,10.68,19.89,1.67,0,,,,,,
20140613:1956,12.51,2.63,18.83,1.99,0,,,,,,
20140613:2056,0,0,17.77,2.3,0,,,,,,
20140613:2156,0,0,16.71,2.62,0,,,,,,
20140613:2256,0,0,16.08,2.48,0,,,,,,
20140613:2356,0,0,15.44,2.34,0,,,,,,
20140614:0056,0,0,14.8,2.21,0,,,,,,
20140614:0156,0,0,14.31,2.36,0,,,,,,
20140614:0256,0,0,13.82,2.51,0,,,,,,
20140614:0356,16.25,0.33,13.33,2.66,0,,,,,,
20140614:0456,40.27,8.06,13.61,2.95,0,,,,,,
20140614:0556,78.4,16.64,13.89,3.24,0,,,,,,
20140614:0656,206.82,25.73,14.17,3.53,0,,,,,,
20140614:0756,162.3,34.99,15.14,3.44,0,,,,,,
20140614:0856,231.91,44.02,16.11,3.35,0,,,,,,
20140614:0956,334.47,52.19,17.08,3.26,0,,,,,,
20140614:1056,434.38,58.49,17.39,3.49,0,,,,,,
20140614:1156,208.65,61.41,17.71,3.71,0,,,,,,
20140614:1256,339.71,59.87,18.02,3.94,0,,,,,,
20140614:1356,499.26,54.49,18.44,3.82,0,,,,,,
20140614:1456,508.61,46.78,18.86,3.7,0,,,,,,
20140614:1556,228.39,37.95,19.28,3.57,0,,,,,,
20140614:1656,385.37,28.71,18.95,3.56,0,,,,,,
20140614:1756,87.15,19.53,18.62,3.55,0,,,,,,
20140614:1856,53.49,10.75,18.28,3.54,0,,,,,,
20140614:1956,14.26,2.7,17.12,2.95,0,,,,,,
20140614:2056,0,0,15.96,2.36,0,,,,,,
20140614:2156,0,0,14.8,1.77,0,,,,,,
20140614:2256,0,0,14.19,1.92,0,,,,,,
20140614:2356,0,0,13.57,2.08,0,,,,,,
20140615:0056,0,0,12.96,2.23,0,,,,,,
20140615:0156,0,0,12.74,1.99,0,,,,,,
20140615:0256,0,0,12.52,1.74,0,,,,,,
20140615:0356,15.3,0.34,12.3,1.49,0,,,,,,
20140615:0456,42.64,8.07,12.44,1.82,0,,,,,,
20140615:0556,62.44,16.65,12.59,2.14,0,,,,,,
20140615:0656,209.4,25.73,12.73,2.47,0,,,,,,
20140615:0756,226.7,35,13.48,3.19,0,,,,,,
20140615:0856,222.43,44.02,14.23,3.91,0,,,,,,
20140615:0956,272.39,52.2,14.98,4.63,0,,,,,,
20140615:1056,315.74,58.52,15.82,4.63,0,,,,,,
20140615:1156,285.21,61.45,16.66,4.62,0,,,,,,
20140615:1256,389.19,59.93,17.5,4.61,0,,,,,,
20140615:1356,209.18,54.55,17.44,4.56,0,,,,,,
20140615:1456,233.88,46.84,17.39,4.51,0,,,,,,
20140615:1556,249.88,38.01,17.33,4.47,0,,,,,,
20140615:1656,138.49,28.77,17.18,4.06,0,,,,,,
20140615:1756,129.09,19.59,17.03,3.64,0,,,,,,
20140615:1856,57.66,10.81,16.88,3.23,0,,,,,,
20140615:1956,7.63,2.77,15.89,2.86,0,,,,,,
20140615:2056,0,0,14.89,2.48,0,,,,,,
20140615:2156,0,0,13.89,2.11,0,,,,,,
20140615:2256,0,0,13.36,2.11,0,,,,,,
20140615:2356,0,0,12.83,2.11,0,,,,,,
20140616:0056,0,0,12.3,2.11,0,,,,,,
20140616:0156,0,0,11.87,2.01,0,,,,,,
20140616:0256,0,0,11.45,1.92,0,,,,,,
20140616:0356,0.19,0.35,11.02,1.82,0,,,,,,
20140616:0456,51.83,8.08,11.31,2.31,0,,,,,,
20140616:0556,144.44,16.65,11.59,2.8,0,,,,,,
20140616:0656,301.55,25.73,11.88,3.3,0,,,,,,
20140616:0756,461.36,34.99,12.85,3.68,0,,,,,,
20140616:0856,397.11,44.02,13.81,4.07,0,,,,,,
20140616:0956,568.38,52.21,14.78,4.46,0,,,,,,
20140616:1056,242.54,58.54,15.37,4.66,0,,,,,,
20140616:1156,315.84,61.49,15.96,4.86,0,,,,,,
20140616:1256,303.28,59.98,16.55,5.06,0,,,,,,
20140616:1356,155.43,54.61,16.61,5.24,0,,,,,,
20140616:1456,116,46.9,16.68,5.42,0,,,,,,
20140616:1556,184.38,38.07,16.74,5.6,0,,,,,,
20140616:1656,143.47,28.84,16.51,5.09,0,,,,,,
20140616:1756,111.92,19.65,16.28,4.59,0,,,,,,
20140616:1856,59.84,10.87,16.04,4.08,0,,,,,,
20140616:1956,10.14,2.83,15.07,3.94,0,,,,,,
20140616:2056,0,0,14.1,3.8,0,,,,,,
20140616:2156,0,0,13.13,3.66,0,,,,,,
20140616:2256,0,0,12.6,3.35,0,,,,,,
20140616:2356,0,0,12.07,3.04,0,,,,,,
20140617:0056,0,0,11.54,2.73,0,,,,,,
20140617:0156,0,0,11.03,2.77,0,,,,,,
20140617:0256,0,0,10.51,2.81,0,,,,,,
20140617:0356,14.4,0.35,10,2.86,0,,,,,,
20140617:0456,42.97,8.07,10.39,3.52,0,,,,,,
20140617:0556,118.41,16.64,10.77,4.18,0,,,,,,
20140617:0656,224.19,25.72,11.16,4.84,0,,,,,,
20140617:0756,433.61,34.99,12.33,4.79,0,,,,,,
20140617:0856,616.62,44.02,13.49,4.73,0,,,,,,
20140617:0956,904.34,52.21,14.66,4.68,0,,,,,,
20140617:1056,999.23,58.55,15.83,4.7,0,,,,,,
20140617:1156,987.74,61.52,16.99,4.73,0,,,,,,
20140617:1256,924.08,60.03,18.16,4.76,0,,,,,,
20140617:1356,847.9,54.66,18.52,5.25,0,,,,,,
20140617:1456,548.54,46.96,18.88,5.73,0,,,,,,
20140617:1556,507.84,38.13,19.24,6.22,0,,,,,,
20140617:1656,222.12,28.89,18.83,5.95,0,,,,,,
20140617:1756,164.92,19.71,18.42,5.68,0,,,,,,
20140617:1856,69.22,10.93,18.01,5.41,0,,,,,,
20140617:1956,15.21,2.88,16.81,4.56,0,,,,,,
20140617:2056,0,0,15.61,3.71,0,,,,,,
20140617:2156,0,0,14.4,2.87,0,,,,,,
20140617:2256,0,0,13.84,2.57,0,,,,,,
20140617:2356,0,0,13.27,2.28,0,,,,,,
20140618:0056,0,0,12.7,1.99,0,,,,,,
20140618:0156,0,0,12.33,1.95,0,,,,,,
20140618:0256,0,0,11.97,1.92,0,,,,,,
20140618:0356,13.6,0.35,11.6,1.89,0,,,,,,
20140618:0456,42.79,8.06,12.13,2.49,0,,,,,,
20140618:0556,107.81,16.63,12.65,3.09,0,,,,,,
20140618:0656,207.67,25.71,13.18,3.68,0,,,,,,
20140618:0756,194.76,34.97,14.31,3.72,0,,,,,,
20140618:0856,569.97,44.01,15.44,3.77,0,,,,,,
20140618:0956,891.73,52.21,16.57,3.81,0,,,,,,
20140618:1056,891.19,58.55,17.41,4.1,0,,,,,,
20140618:1156,606.54,61.54,18.26,4.39,0,,,,,,
20140618:1256,987.7,60.06,19.1,4.68,0,,,,,,
20140618:1356,904.75,54.7,19.52,4.65,0,,,,,,
20140618:1456,651.4,47.01,19.95,4.63,0,,,,,,
20140618:1556,487.77,38.18,20.37,4.61,0,,,,,,
20140618:1656,392.74,28.94,20.23,4.1,0,,,,,,
20140618:1756,197.48,19.76,20.09,3.6,0,,,,,,
20140618:1856,54.63,10.98,19.94,3.09,0,,,,,,
20140618:1956,15.54,2.93,18.33,2.79,0,,,,,,
20140618:2056,0,0,16.71,2.48,0,,,,,,
20140618:2156,0,0,15.09,2.18,0,,,,,,
20140618:2256,0,0,14.48,1.97,0,,,,,,
20140618:2356,0,0,13.88,1.76,0,,,,,,
20140619:0056,0,0,13.27,1.54,0,,,,,,
20140619:0156,0,0,12.57,1.74,0,,,,,,
20140619:0256,0,0,11.87,1.94,0,,,,,,
20140619:0356,15.02,0.34,11.17,2.14,0,,,,,,
20140619:0456,42.26,8.05,12.18,2.47,0,,,,,,
20140619:0556,172.49,16.61,13.19,2.81,0,,,,,,
20140619:0656,355.71,25.69,14.2,3.14,0,,,,,,
20140619:0756,176.88,34.95,15.84,3.35,0,,,,,,
20140619:0856,195.65,43.99,17.49,3.55,0,,,,,,
20140619:0956,325.53,52.2,19.13,3.75,0,,,,,,
20140619:1056,309.91,58.55,19.59,3.82,0,,,,,,
20140619:1156,235.31,61.56,20.06,3.88,0,,,,,,
20140619:1256,405.15,60.09,20.52,3.94,0,,,,,,
20140619:1356,229.82,54.74,20.33,4.03,0,,,,,,
20140619:1456,665.65,47.05,20.14,4.12,0,,,,,,
20140619:1556,479.93,38.23,19.95,4.21,0,,,,,,
20140619:1656,241.49,28.99,19.33,4.06,0,,,,,,
20140619:1756,148.42,19.81,18.71,3.91,0,,,,,,
20140619:1856,39.68,11.02,18.09,3.77,0,,,,,,
20140619:1956,15.87,2.97,17.01,3.13,0,,,,,,
20140619:2056,0,0,15.92,2.49,0,,,,,,
20140619:2156,0,0,14.83,1.85,0,,,,,,
20140619:2256,0,0,14.05,1.99,0,,,,,,
20140619:2356,0,0,13.26,2.12,0,,,,,,
20140620:0056,0,0,12.48,2.26,0,,,,,,
20140620:0156,0,0,11.78,1.72,0,,,,,,
20140620:0256,0,0,11.08,1.18,0,,,,,,
20140620:0356,15.45,0.33,10.38,0.63,0,,,,,,
20140620:0456,44.82,8.03,11,0.63,0,,,,,,
20140620:0556,102.27,16.59,11.61,0.63,0,,,,,,
20140620:0656,181.45,25.67,12.23,0.62,0,,,,,,
20140620:0756,241.72,34.93,13.8,0.7,0,,,,,,
20140620:0856,650.93,43.97,15.36,0.78,0,,,,,,
